app_id,title,price,release_date,rating,required_age,is_multiplayer
32340,LOOM™,5.99,"2009-07-08 00:00:00",-1,0,0
32350,"STAR WARS™ Starfighter™",5.99,"2009-07-08 00:00:00",71,0,0
32360,"The Secret of Monkey Island: Special Edition",9.99,"2009-07-15 00:00:00",86,0,0
32370,"STAR WARS™ - Knights of the Old Republic™",9.99,"2009-09-05 00:00:00",93,0,0
32380,"STAR WARS™ Jedi Knight - Dark Forces II",5.99,"2009-09-16 00:00:00",91,0,1
32390,"STAR WARS™ Jedi Knight - Mysteries of the Sith™",2.99,"2009-09-16 00:00:00",-1,0,1
32400,"STAR WARS™ - Dark Forces",5.99,"2009-09-16 00:00:00",-1,0,0
32410,Lucidity™,5.99,"2009-10-07 00:00:00",59,0,0
32420,"STAR WARS™ The Clone Wars™ - Republic Heroes™",19.99,"2009-10-06 00:00:00",46,0,0
32430,"STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition",19.99,"2009-12-15 00:00:00",65,0,0
32440,"LEGO® Star Wars™ - The Complete Saga",19.99,"2009-11-12 00:00:00",77,0,0
32450,"LEGO® Indiana Jones™ 2: The Adventure Continues",19.99,"2010-02-18 00:00:00",66,0,0
32460,"Monkey Island™ 2 Special Edition: LeChuck’s Revenge™",9.99,"2010-07-07 00:00:00",87,0,0
32470,"STAR WARS™ Empire at War - Gold Pack",19.99,"2010-05-25 00:00:00",-1,0,0
32500,"STAR WARS™ - The Force Unleashed™ II",19.99,"2010-10-26 00:00:00",59,0,0
32510,"LEGO® Star Wars™ III - The Clone Wars™",19.99,"2011-03-22 00:00:00",76,0,0
32610,"Delta Force Xtreme 2",19.99,"2009-06-18 00:00:00",-1,0,1
32620,"Delta Force",4.99,"2009-06-18 00:00:00",-1,0,0
32630,"Delta Force 2",4.99,"2009-06-18 00:00:00",-1,0,1
32640,"Delta Force Land Warrior",9.99,"2009-06-18 00:00:00",74,0,1
32650,"Delta Force: Task Force Dagger",9.99,"2009-06-18 00:00:00",51,0,1
32660,"Delta Force: Xtreme",19.99,"2009-06-18 00:00:00",65,0,1
32670,"Delta Force: Black Hawk Down",14.99,"2009-06-18 00:00:00",77,0,1
32680,"Delta Force — Black Hawk Down: Team Sabre",9.99,"2009-06-18 00:00:00",-1,0,1
32710,"Armored Fist 3",9.99,"2009-06-18 00:00:00",-1,0,1
32720,"F-16 Multirole Fighter",9.99,"2009-06-18 00:00:00",-1,0,1
32730,"F-22 Lightning 3",9.99,"2009-06-18 00:00:00",-1,0,1
32740,"MiG-29 Fulcrum",9.99,"2009-06-01 00:00:00",-1,0,1
32750,"Comanche 4",9.99,"2009-06-18 00:00:00",74,0,1
32760,"Tachyon: The Fringe",9.99,"2009-06-18 00:00:00",-1,0,1
32770,"Joint Operations: Combined Arms Gold",19.99,"2009-09-29 00:00:00",-1,0,1
32800,"Lord of the Rings: War in the North",19.99,"2011-11-01 00:00:00",66,0,1
32900,"Restaurant Empire II",19.99,"2009-05-27 00:00:00",64,0,0
33100,"Alien Shooter",4.99,"2009-05-27 00:00:00",-1,0,0
33110,"Alien Shooter: Revisited",4.99,"2009-05-27 00:00:00",-1,0,0
33120,"Alien Shooter 2: Reloaded",4.99,"2009-05-27 00:00:00",-1,0,0
33130,"Zombie Shooter",4.99,"2009-05-27 00:00:00",-1,0,0
33180,"Zombie Shooter 2",9.99,"2009-11-18 00:00:00",-1,0,0
33210,"Dawn of Discovery™",9.99,"2009-06-23 00:00:00",82,0,0
33229,"Tom Clancy's Splinter Cell Conviction™ Deluxe Edition",19.99,"2010-04-29 00:00:00",83,17,1
33230,"Assassin's Creed 2 Deluxe Edition",19.99,"2010-03-09 00:00:00",86,17,0
33320,"Prince of Persia: The Forgotten Sands™",9.99,"2010-06-08 00:00:00",75,0,0
33390,Zeit²,9.99,"2011-01-12 00:00:00",72,0,0
33420,"Call of Juarez®: The Cartel",9.99,"2011-09-13 00:00:00",51,0,1
33440,"Driver San Francisco",19.99,"2011-09-27 00:00:00",80,0,1
33460,"From Dust",14.99,"2011-08-17 00:00:00",76,0,0
33520,"Tropico Reloaded",6.99,"2009-07-26 00:00:00",-1,0,0
33530,"Tropico Reloaded",6.99,"2009-07-26 00:00:00",-1,0,0
33550,"Time of Shadows",9.99,"2009-09-11 00:00:00",-1,0,1
33570,"Patrician III",4.99,"2010-11-18 00:00:00",75,0,0
33580,"The Great Art Race",7.99,"1970-01-01 00:00:00",-1,0,0
33600,"Broken Sword 2 - the Smoking Mirror: Remastered",5.99,"2009-12-02 00:00:00",-1,0,0
33610,"Broken Sword 3 - the Sleeping Dragon",5.99,"2009-12-02 00:00:00",82,0,0
33620,"Crash Time 3",9.99,"2009-11-25 00:00:00",-1,0,1
33650,"Puzzler World",4.99,"2010-05-28 00:00:00",-1,0,0
33660,Ziro,4.99,"2010-05-28 00:00:00",-1,0,1
33670,"Disciples III - Renaissance Steam Special Edition",19.99,"2010-07-16 00:00:00",56,0,1
33680,eversion,4.99,"2010-06-07 00:00:00",-1,0,0
33730,"18 Wheels of Steel: Extreme Trucker",9.99,"1970-01-01 00:00:00",-1,0,0
33750,"Prison Tycoon 4: SuperMax",24.99,"1970-01-01 00:00:00",-1,0,0
33770,"Drakensang: The River of Time",19.99,"2011-02-16 00:00:00",-1,0,0
33790,"Elizabeth Find M.D. - Diagnosis Mystery - Season 2",19.99,"2011-06-09 00:00:00",-1,0,0
33900,"Arma 2",12.99,"2009-06-29 00:00:00",77,17,1
33910,"Arma 2",12.99,"2009-06-29 00:00:00",77,17,1
33930,"Arma 2: Operation Arrowhead",19.99,"2010-06-29 00:00:00",73,17,1
33950,"Fish Fillets 2",4.99,"2010-11-05 00:00:00",-1,0,0
33980,"Pound of Ground",9.99,"2010-11-05 00:00:00",-1,0,0
33990,Alternativa,12.99,"2010-11-05 00:00:00",63,0,0
34010,"Alpha Protocol™",14.99,"2010-06-01 00:00:00",72,17,0
34019,"Alpha Protocol™",14.99,"2010-06-01 00:00:00",72,17,0
34030,"Napoleon: Total War™",19.99,"2010-02-23 00:00:00",81,0,1
34180,"Vancouver 2010™ - The Official Video Game of the Olympic Winter Games",0,"2010-02-18 00:00:00",57,0,1
34190,"Sonic & SEGA All-Stars Racing",9.99,"2010-03-03 00:00:00",65,0,0
34272,"Comix Zone™",2.99,"2010-06-01 00:00:00",-1,0,0
34273,"Crack Down™",2.99,"2010-06-01 00:00:00",-1,0,0
34274,"Ecco the Dolphin™",2.99,"2010-06-01 00:00:00",-1,0,0
34275,"Gain Ground™",2.99,"2010-06-01 00:00:00",-1,0,0
34276,"Golden Axe™",2.99,"2010-06-01 00:00:00",-1,0,0
34277,"Shinobi™ III: Return of the Ninja Master",2.99,"2010-06-01 00:00:00",-1,0,0
34278,"Sonic 3D Blast™",4.99,"2010-06-01 00:00:00",-1,0,0
34279,"Space Harrier™ II",2.99,"2010-06-01 00:00:00",-1,0,0
34280,Vectorman™,2.99,"2010-06-01 00:00:00",-1,0,0
34281,"Altered Beast™",2.99,"2010-06-01 00:00:00",-1,0,0
34282,"Shadow Dancer™",2.99,"2010-06-01 00:00:00",-1,0,0
34283,"Alex Kidd™ in the Enchanted Castle",2.99,"2010-09-13 00:00:00",-1,0,0
34284,"Bonanza Bros.™",2.99,"2010-09-13 00:00:00",-1,0,0
34285,Columns™,2.99,"2010-09-13 00:00:00",-1,0,0
34286,"Dr. Robotnik’s Mean Bean Machine™",4.99,"2010-09-13 00:00:00",-1,0,1
34287,"Ecco™ Jr.",2.99,"2010-09-13 00:00:00",-1,0,0
34288,"Eternal Champions™",2.99,"2010-09-13 00:00:00",-1,13,0
34289,"Fatal Labyrinth™",2.99,"2010-09-13 00:00:00",-1,0,0
34310,"Galaxy Force II™",2.99,"2010-09-13 00:00:00",-1,0,0
34311,"Kid Chameleon™",2.99,"2010-09-13 00:00:00",-1,0,0
34312,Ristar™,2.99,"2010-09-13 00:00:00",-1,0,0
34313,"Sonic Spinball™",4.99,"2010-09-13 00:00:00",-1,0,1
34314,"Super Thunder Blade™",2.99,"2010-09-13 00:00:00",-1,0,0
34315,"Alien Storm",2.99,"2010-10-26 00:00:00",-1,0,0
34316,"Bio-Hazard Battle™",2.99,"2010-10-26 00:00:00",-1,0,0
34317,"Columns™ III",2.99,"2010-10-26 00:00:00",-1,0,0
34318,"Decap Attack™",2.99,"2010-10-26 00:00:00",-1,0,0
34319,"Ecco™: The Tides of Time",2.99,"2010-10-26 00:00:00",-1,0,0
34330,"Total War: SHOGUN 2",29.99,"2011-03-15 00:00:00",-1,0,1
34410,"Death to Spies: Moment of Truth",9.99,"2009-08-07 00:00:00",73,0,0
34420,"XIII Century – Gold Edition",6.99,"2009-08-28 00:00:00",-1,0,1
34440,"Sid Meier's Civilization® IV",19.99,"2006-10-25 00:00:00",94,0,1
34450,"Civilization IV®: Warlords",4.99,"2007-04-06 00:00:00",84,0,0
34460,"Civilization IV: Beyond the Sword",9.99,"2007-07-24 00:00:00",86,0,0
34470,"Sid Meier's Civilization IV: Colonization",19.99,"2008-09-23 00:00:00",83,0,1
34500,"Light of Altair",14.99,"2009-06-04 00:00:00",66,0,0
34600,"Order of War™",7.99,"2009-09-17 00:00:00",69,0,0
34630,"Massive Assault",9.99,"2009-11-04 00:00:00",77,0,0
34640,"Massive Assault: Phantom Renaissance",9.99,"2009-11-04 00:00:00",-1,0,0
34650,"Massive Assault Network 2",14.99,"2009-11-04 00:00:00",72,0,1
34800,"Chronicles of Mystery: The Scorpio Ritual",4.99,"2009-06-18 00:00:00",62,0,0
34810,"Project Freedom",2.99,"2009-10-14 00:00:00",-1,0,0
34820,"Combat Wings: Battle of Britain",4.99,"2009-10-14 00:00:00",-1,0,1
34830,"Sniper: Ghost Warrior",7.99,"2010-06-24 00:00:00",55,0,1
34870,"Sniper: Ghost Warrior 2",19.99,"2013-03-11 00:00:00",52,17,1
34900,"Bad Rats: the Rats' Revenge",0.99,"2009-07-20 00:00:00",-1,0,0
34920,"Razor2: Hidden Skies",9.99,"2010-07-19 00:00:00",61,0,0
35000,"Mini Ninjas",9.99,"2009-09-08 00:00:00",74,0,0
35010,"Batman: Arkham Asylum Game of the Year Edition",19.99,"2010-03-26 00:00:00",91,0,0
35070,"Flora's Fruit Farm",3.99,"2009-10-01 00:00:00",-1,0,0
35130,"Lara Croft and the Guardian of Light",9.99,"2010-09-28 00:00:00",82,0,1
35140,"Batman: Arkham Asylum Game of the Year Edition",19.99,"2010-03-26 00:00:00",91,0,0
35300,Warfare,12.99,"2009-07-20 00:00:00",-1,0,0
35310,Clutch,9.99,"2009-07-20 00:00:00",51,0,0
35320,"Insane 2",14.99,"2012-01-24 00:00:00",-1,0,1
35450,"Red Orchestra 2: Heroes of Stalingrad with Rising Storm",19.99,"2011-09-13 00:00:00",76,17,1
35460,"The Ball",9.99,"2010-10-26 00:00:00",68,17,0
35480,Dwarfs!?,9.99,"2011-05-04 00:00:00",-1,0,0
35600,"Big Brain Wolf",9.99,"2009-11-05 00:00:00",-1,0,0
35700,"Trine Enchanted Edition",14.99,"2009-07-02 00:00:00",80,0,1
35720,"Trine 2: Complete Story",19.99,"2013-06-06 00:00:00",84,0,1
35725,"Trine 2: Complete Story",19.99,"2013-06-06 00:00:00",84,0,1
35800,"BRAINPIPE: A Plunge to Unhumanity",1.99,"2009-07-06 00:00:00",-1,0,0
36000,"Foreign Legion: Buckets of Blood",4.99,"2009-08-04 00:00:00",-1,0,0
36100,"Tradewinds Classics",4.99,"2009-07-17 00:00:00",-1,0,0
36110,"Tradewinds Classics",4.99,"2009-07-17 00:00:00",-1,0,0
36120,"Tradewinds Classics",4.99,"2009-07-17 00:00:00",-1,0,0
36130,"Tradewinds Caravans + Odyssey Pack",14.99,"2009-07-17 00:00:00",-1,0,0
36140,"Tradewinds Caravans + Odyssey Pack",14.99,"2009-07-17 00:00:00",-1,0,0
36150,"Westward Collection",14.99,"2009-07-17 00:00:00",-1,0,0
36160,"Westward Collection",14.99,"2009-07-17 00:00:00",-1,0,0
36170,"Westward Collection",14.99,"2009-07-17 00:00:00",-1,0,0
36180,"Cake Mania Collection",14.99,"2009-07-17 00:00:00",-1,0,0
36190,"Cake Mania Collection",14.99,"2009-07-17 00:00:00",-1,0,0
36200,"Cake Mania Collection",14.99,"2009-07-17 00:00:00",-1,0,0
36210,"Monster Mash",4.99,"2009-07-17 00:00:00",-1,0,0
36240,Kuros,6.99,"2009-09-21 00:00:00",-1,0,0
36270,"Super Granny Collection",14.99,"2009-07-17 00:00:00",-1,0,0
36280,"Super Granny Collection",14.99,"2009-07-17 00:00:00",-1,0,0
36290,"Super Granny Collection",14.99,"2009-07-17 00:00:00",-1,0,0
36300,"Cake Mania Main Street™",6.99,"2010-02-16 00:00:00",-1,0,0
36310,"Westward® IV: All Aboard",6.99,"2010-02-16 00:00:00",-1,0,0
36320,"Iron Roses",6.99,"2010-02-16 00:00:00",-1,0,0
36620,"Forsaken World",0,"2011-06-14 00:00:00",69,0,1
36900,"Angle of Attack",9.99,"2009-08-17 00:00:00",-1,0,1
36910,"All Aspect Warfare",9.99,"2009-08-17 00:00:00",-1,0,1
37010,"Ninja Blade",9.99,"2009-11-19 00:00:00",61,0,0
37030,"UFO: Extraterrestrials Gold",9.99,"2010-02-17 00:00:00",68,0,0
37100,Aztaka,9.99,"2009-11-05 00:00:00",-1,0,0
37210,"Chocolatier®: Decadence by Design™",9.99,"2009-08-12 00:00:00",-1,0,0
37220,"Cooking Dash®",9.99,"2009-08-12 00:00:00",-1,0,0
37230,"Diaper Dash®",9.99,"2009-08-12 00:00:00",-1,0,0
37240,"Diner Dash:® Hometown Hero™",9.99,"2009-08-12 00:00:00",-1,0,0
37250,"Dream Chronicles®: The Chosen Child™",14.99,"2009-08-12 00:00:00",-1,0,0
37260,"Emerald City Confidential™",9.99,"2009-08-12 00:00:00",71,0,0
37270,"Wandering Willows™",14.99,"2009-08-12 00:00:00",-1,0,0
37280,"Wedding Dash® 2: Rings Around the World",9.99,"2009-08-12 00:00:00",-1,0,0
37290,Zenerchi®,9.99,"2009-08-12 00:00:00",-1,0,0
37300,"DinerTown Tycoon",9.99,"2009-09-30 00:00:00",-1,0,0
37310,"DinerTown Detective Agency™",6.99,"2010-05-06 00:00:00",-1,0,0
37320,"The Nightshift Code™",6.99,"2010-05-06 00:00:00",-1,0,0
37330,"Nightshift Legacy: The Jaguar's Eye™",6.99,"2010-05-06 00:00:00",-1,0,0
37340,"Fitness Dash™",6.99,"2010-05-06 00:00:00",-1,0,0
37360,"Mahjong Roadshow™",6.99,"2010-05-06 00:00:00",-1,0,0
37370,"TriJinx: A Kristine Kross Mystery™",6.99,"2010-05-06 00:00:00",-1,0,0
37380,"Valerie Porter and the Scarlet Scandal™",6.99,"2010-05-06 00:00:00",-1,0,0
37390,"Gemini Lost™",6.99,"2010-05-06 00:00:00",-1,0,0
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",4.99,"2009-08-25 00:00:00",84,0,0
37420,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",4.99,"2009-08-25 00:00:00",84,0,0
37500,"Magnetis ",1.99,"2009-11-05 00:00:00",-1,0,1
37600,Windosill,2.99,"2009-09-25 00:00:00",-1,0,0
37700,"Darkest of Days",19.99,"2009-09-01 00:00:00",51,0,0
37800,Quantz,9.99,"2009-09-03 00:00:00",67,0,0
37960,"Jewel Quest Pack",19.99,"2009-08-24 00:00:00",-1,0,0
37970,"Jewel Quest Pack",19.99,"2009-08-24 00:00:00",-1,0,0
37980,"Jewel Quest Pack",19.99,"2009-08-24 00:00:00",-1,0,0
37990,"Jewel Quest Pack",19.99,"2009-08-24 00:00:00",-1,0,0
38000,"Mahjong Quest Collection",9.99,"2009-08-24 00:00:00",-1,0,0
38010,"Mahjong Quest Collection",9.99,"2009-08-24 00:00:00",-1,0,0
38020,"Mahjong Quest Collection",9.99,"2009-08-24 00:00:00",-1,0,0
38070,"Coconut Queen",9.99,"2009-12-17 00:00:00",-1,0,0
38080,Build-A-Lot,9.99,"2009-12-17 00:00:00",-1,0,0
38090,"Build-A-Lot 2: Town of the Year",9.99,"2009-12-17 00:00:00",-1,0,0
38100,"Build-A-Lot 3: Passport to Europe",9.99,"2009-12-17 00:00:00",-1,0,0
38110,"Build-A-Lot 4: Power Source",9.99,"2009-12-17 00:00:00",-1,0,0
38120,"Farm Frenzy",4.99,"2010-02-15 00:00:00",-1,0,0
38130,"Farm Frenzy 2",4.99,"2010-02-15 00:00:00",-1,0,0
38140,"Farm Frenzy: Pizza Party",4.99,"2010-02-15 00:00:00",-1,0,0
38150,"Farm Frenzy 3",9.99,"2010-02-15 00:00:00",-1,0,0
38160,"Farm Frenzy 3: American Pie",9.99,"2010-02-15 00:00:00",-1,0,0
38170,"Cradle of Rome",9.99,"2010-02-20 00:00:00",-1,0,0
38180,"Cradle of Persia",9.99,"2010-02-20 00:00:00",-1,0,0
38190,"Romance of Rome",9.99,"2010-02-20 00:00:00",-1,0,0
38210,Roogoo,2.99,"2009-12-17 00:00:00",72,0,1
38230,"Hotel Giant 2",7.99,"2010-01-27 00:00:00",58,0,0
38400,"Fallout: A Post Nuclear Role Playing Game",9.99,"2009-08-19 00:00:00",89,16,0
38410,"Fallout 2: A Post Nuclear Role Playing Game",9.99,"2009-08-19 00:00:00",86,16,0
38420,"Fallout Tactics: Brotherhood of Steel",9.99,"2009-08-19 00:00:00",82,16,1
38430,"Kingpin — Life of Crime",9.99,"2009-08-19 00:00:00",-1,0,1
38440,Sacrifice,9.99,"2009-08-19 00:00:00",89,0,0
38450,MDK,9.99,"2009-09-17 00:00:00",-1,0,0
38460,"MDK 2",9.99,"2009-09-17 00:00:00",83,0,0
38490,"Earthworm Jim 2",19.99,"2009-11-04 00:00:00",-1,0,0
38600,"Faerie Solitaire",9.99,"2010-09-17 00:00:00",-1,0,0
38700,"Toki Tori",4.99,"2010-01-28 00:00:00",80,0,0
38720,RUSH,4.99,"2010-12-03 00:00:00",73,0,0
38740,EDGE,7.99,"2011-08-11 00:00:00",74,0,0
38830,"CrimeCraft: GangWars",0,"2011-08-22 00:00:00",68,0,1
39000,"Moonbase Alpha",0,"2010-07-06 00:00:00",-1,0,1
39110,"SEASON OF MYSTERY: The Cherry Blossom Murders",4.99,"2010-02-03 00:00:00",-1,0,0
39120,RIFT,0,"2011-03-01 00:00:00",84,0,1
39140,"FINAL FANTASY VII",11.99,"2013-07-04 00:00:00",-1,13,0
39150,"FINAL FANTASY VIII",11.99,"2013-12-05 00:00:00",-1,13,0
39160,"Dungeon Siege III",14.99,"2011-06-20 00:00:00",72,0,1
39190,"Dungeon Siege",6.99,"2011-04-05 00:00:00",86,0,0
39200,"Dungeon Siege II",6.99,"2005-08-16 00:00:00",80,0,0
39210,"FINAL FANTASY® XIV: A Realm Reborn™",19.99,"2014-02-18 00:00:00",83,0,1
39360,"Freeze Tag Fun Pack #1",19.99,"2009-09-23 00:00:00",-1,0,0
39500,"Gothic® 3",9.99,"2009-12-02 00:00:00",63,0,0
39510,"Gothic II: Gold Edition",9.99,"1970-01-01 00:00:00",79,0,0
39520,"The Guild Gold Edition",9.99,"2014-09-09 00:00:00",82,0,1
39530,"Painkiller: Black Edition",9.99,"2007-01-24 00:00:00",81,17,1
39540,"SpellForce - Platinum Edition",9.99,"2009-11-03 00:00:00",74,0,0
39550,"SpellForce 2: Gold Edition",14.99,"2009-10-29 00:00:00",80,0,0
39560,"Painkiller: Resurrection",9.99,"2009-10-27 00:00:00",-1,0,1
39630,AquaNox,4.99,"2010-04-20 00:00:00",67,0,1
39640,"AquaNox 2: Revelation",4.99,"2010-04-20 00:00:00",59,0,0
39650,"The Guild II",9.99,"2010-06-24 00:00:00",61,0,0
39660,"The Guild II - Pirates of the European Seas",9.99,"2010-06-24 00:00:00",63,0,0
39670,Chaser,4.99,"2010-07-16 00:00:00",66,0,1
39680,"The Guild II Renaissance",9.99,"2010-07-28 00:00:00",56,0,0
39690,ArcaniA,19.99,"2010-10-15 00:00:00",63,0,0
39800,"Nation Red",9.99,"2009-09-03 00:00:00",-1,0,1
39900,Coniclysm,4.99,"2010-03-26 00:00:00",-1,0,0
40100,"Supreme Commander 2",12.99,"2010-03-01 00:00:00",77,0,1
40200,ItzaBitza,9.99,"2009-10-01 00:00:00",-1,0,0
40210,ItzaZoo,9.99,"2009-12-09 00:00:00",-1,0,0
40300,Risen,9.99,"2009-10-02 00:00:00",77,17,0
40320,"Rush for Berlin Gold",4.99,"2009-10-29 00:00:00",76,0,1
40330,"Secret Files Tunguska",9.99,"2009-10-29 00:00:00",-1,0,0
40340,"Secret Files 2: Puritas Cordis",9.99,"2009-10-29 00:00:00",64,0,0
40350,"Lost Horizon",9.99,"2010-09-24 00:00:00",77,0,0
40380,nail'd,4.99,"2010-11-30 00:00:00",69,0,0
40390,"Risen 2: Dark Waters",9.99,"2012-04-26 00:00:00",69,0,0
40400,"AI War: Fleet Command",9.99,"2009-10-21 00:00:00",80,0,1
40420,Tidalis,4.99,"2010-07-16 00:00:00",75,0,1
40500,Sacraboar,8.99,"2009-11-06 00:00:00",-1,0,1
40700,Machinarium,9.99,"2009-10-16 00:00:00",85,0,0
40720,"Samorost 2",4.99,"2009-12-10 00:00:00",-1,0,0
40800,"Super Meat Boy",14.99,"2010-11-30 00:00:00",87,0,0
40930,"The Misadventures of P.B. Winterbottom",4.99,"2010-04-20 00:00:00",79,0,0
40950,"Stronghold HD",5.99,"2013-10-21 00:00:00",81,0,1
40960,"Stronghold HD",5.99,"2013-10-21 00:00:00",81,0,1
40970,"Stronghold Crusader HD",9.99,"2013-10-21 00:00:00",78,0,1
40980,"Stronghold HD",5.99,"2013-10-21 00:00:00",81,0,1
41000,"Serious Sam HD: The First Encounter",29.99,"2009-11-24 00:00:00",68,17,1
41014,"Serious Sam HD: The Second Encounter",29.99,"2010-04-28 00:00:00",76,0,1
41050,"Serious Sam Classic: The First Encounter",99.99,"2010-03-22 00:00:00",87,0,1
41060,"Serious Sam Classic: The Second Encounter",99.99,"2010-09-22 00:00:00",85,0,1
41070,"Serious Sam 3: BFE",99.99,"2011-11-22 00:00:00",72,0,1
41100,Hammerfight,4.99,"2009-10-28 00:00:00",-1,0,0
41300,Altitude,0,"2009-12-04 00:00:00",79,0,1
41400,"Doom Rails",2.99,"2009-11-04 00:00:00",-1,0,1
41500,Torchlight,14.99,"2009-10-27 00:00:00",83,0,0
41600,"Earthworm Jim 3D",19.99,"2009-11-04 00:00:00",-1,0,0
41660,"Tommy Tronic",9.99,"2010-10-28 00:00:00",-1,0,0
41680,"Death and the Fly",9.99,"2011-05-23 00:00:00",-1,0,0
41700,"S.T.A.L.K.E.R.: Call of Pripyat",19.99,"2010-02-11 00:00:00",80,0,1
41740,"Cargo! The Quest for Gravity",9.99,"2011-04-21 00:00:00",-1,0,0
41800,"Gratuitous Space Battles",14.99,"2009-11-16 00:00:00",72,0,1
41900,"The Bard's Tale",9.99,"2009-12-11 00:00:00",70,0,0
42000,Trino,4.99,"2011-01-27 00:00:00",-1,0,0
42120,"Lead and Gold: Gangs of the Wild West",9.99,"2010-04-08 00:00:00",70,17,1
42140,"Hamilton's Great Adventure",9.99,"2011-05-31 00:00:00",77,0,0
42160,"War of the Roses",0,"2013-02-06 00:00:00",73,0,1
42170,Krater,14.99,"2012-06-12 00:00:00",52,0,0
42200,"Nancy Drew® Dossier™: Resorting to Danger!",6.99,"2009-11-19 00:00:00",77,0,0
42210,"Nancy Drew®:  Secrets Can Kill REMASTERED",6.99,"2011-07-25 00:00:00",-1,0,0
42220,"Nancy Drew: The Captive Curse",6.99,"2011-07-25 00:00:00",-1,0,0
42230,"Nancy Drew: Trail of the Twister",6.99,"2011-07-25 00:00:00",-1,0,0
42500,DogFighter,2.99,"2010-06-14 00:00:00",-1,0,1
42650,"Transformers™: War for Cybertron™",19.99,"2010-06-22 00:00:00",75,0,1
42670,Singularity™,29.99,"2010-06-30 00:00:00",76,0,1
42680,"Call of Duty®: Modern Warfare® 3",39.99,"2011-11-08 00:00:00",-1,17,1
42690,"Call of Duty®: Modern Warfare® 3",39.99,"2011-11-08 00:00:00",-1,17,1
42700,"Call of Duty®: Black Ops",39.99,"2010-11-09 00:00:00",81,17,1
42710,"Call of Duty®: Black Ops",39.99,"2010-11-09 00:00:00",81,17,1
42810,"For The Glory: A Europa Universalis Game",9.99,"2009-11-11 00:00:00",-1,0,1
42850,"Arsenal of Democracy: A Hearts of Iron Game",9.99,"2010-02-23 00:00:00",-1,0,1
42890,"Sword of the Stars: Complete Collection",9.99,"2010-06-04 00:00:00",75,0,1
42900,"Hearts of Iron III: Semper Fi",4.99,"2010-06-07 00:00:00",65,0,1
42910,Magicka,9.99,"2011-01-25 00:00:00",74,0,1
42920,"The Kings' Crusade",9.99,"2010-10-08 00:00:00",71,0,1
42930,"Elven Legacy: Magic",1.99,"2009-12-03 00:00:00",-1,0,1
42940,"Elven Legacy: Siege",1.99,"2009-11-17 00:00:00",-1,0,1
42950,"Elven Legacy: Ranger",1.99,"2009-10-20 00:00:00",68,0,1
42960,"Victoria II",19.99,"2010-08-30 00:00:00",75,0,1
42980,"Victoria I Complete",9.99,"2010-08-20 00:00:00",-1,0,1
42990,"Sword of the Stars II: Enhanced Edition",19.99,"2012-11-30 00:00:00",65,0,1
43000,"Front Mission Evolved",9.99,"2010-09-28 00:00:00",63,0,1
43100,"World of Zoo",14.99,"2009-10-30 00:00:00",-1,0,0
43110,"Metro 2033",14.99,"2010-03-15 00:00:00",81,0,0
43190,"The Haunted: Hells Reach",14.99,"2011-10-24 00:00:00",51,17,1
43500,"M.U.D. TV",9.99,"2010-04-19 00:00:00",53,0,0
43600,"Nancy Drew®: Warnings at Waverly Academy",6.99,"2010-01-13 00:00:00",76,0,0
44100,"Super Laser  Racer",4.99,"2010-02-18 00:00:00",-1,0,1
44200,"Galcon Fusion",9.99,"2010-02-11 00:00:00",68,0,1
44310,"F1 2010™",9.99,"2010-09-21 00:00:00",84,0,1
44340,"Operation Flashpoint: Red River",9.99,"2011-06-06 00:00:00",67,17,1
44350,"GRID 2",29.99,"2013-05-27 00:00:00",80,0,1
44360,"F1 2011",14.99,"2011-09-19 00:00:00",83,0,1
44600,"GTR - FIA GT Racing Game",6.99,"2012-09-25 00:00:00",-1,0,1
44680,"RACE Injection",12.99,"2011-11-18 00:00:00",72,0,1
44690,"GT Legends",7.99,"2012-11-28 00:00:00",84,0,1
45000,"Sol Survivor",9.99,"2010-03-15 00:00:00",75,0,1
45100,"Secret of the Magic Crystals",4.99,"2010-02-03 00:00:00",-1,0,0
45300,"Wings of Prey",9.99,"2010-01-08 00:00:00",78,0,0
45400,Fortix,0.99,"2010-04-14 00:00:00",-1,0,0
45410,Ignite,9.99,"2011-10-28 00:00:00",-1,0,1
45450,"Fortix 2",1.99,"2011-05-06 00:00:00",74,0,0
45500,Clickr,4.99,"2010-12-23 00:00:00",-1,0,1
45700,"Devil May Cry 4",19.99,"2009-12-22 00:00:00",78,0,0
45710,"Dark Void™",9.99,"2010-01-19 00:00:00",57,0,0
45720,"Lost Planet: Extreme Condition Colonies Edition",19.99,"2010-02-11 00:00:00",70,0,1
45730,"Dark Void™ Zero",4.99,"2010-04-12 00:00:00",-1,0,0
45740,"Dead Rising® 2",19.99,"2010-09-27 00:00:00",78,17,1
45750,"Lost Planet® 2",19.99,"2010-10-15 00:00:00",63,0,1
45760,"Ultra Street Fighter® IV",29.99,"2014-08-07 00:00:00",-1,0,1
45770,"Dead Rising 2: Off the Record",19.99,"2011-10-11 00:00:00",66,17,0
46000,"Bob Came in Pieces",6.99,"2010-01-22 00:00:00",73,0,0
46200,"A.I.M. Racing",2.99,"2010-01-22 00:00:00",-1,0,0
